time (us),x (mdps),y (mdps),z(mdps)
1759265569114109,100205,-93213.8,-40075,
1759265569124108,93345,-177966,-43802.5,
1759265569134104,48860,-190584,-60051.2,
1759265569144102,46173.8,-137594,-45465,
1759265569154099,18567.5,-109576,17307.5,
1759265569164136,-45106.2,-52771.2,41072.5,
1759265569174379,-33783.8,-62693.8,52062.5,
1759265569184092,-87307.5,-55895,44065,
1759265569194091,-119315,-3421.25,22312.5,
1759265569204066,-123996,38412.5,-4550,
1759265569214125,-117880,72948.8,-18952.5,
1759265569224211,-159285,87500,-23940,
1759265569234119,-141785,114844,15916.2,
1759265569244187,-171736,116594,91525,
1759265569254454,-158918,70586.2,122421,
1759265569264114,-100642,79388.8,47363.8,
1759265569274183,-72966.2,80727.5,-20562.5,
1759265569284108,-105840,78758.8,-16275,
1759265569294106,-105000,56463.8,-30695,
1759265569304191,57006.2,-16511.2,-80876.2,
1759265569314101,135056,-95803.8,-124828,
1759265569324191,104842,-82136.2,-86730,
1759265569334096,67847.5,-60060,-59762.5,
1759265569344093,46270,-66263.8,-28761.2,
1759265569354091,78058.8,-95821.2,-7533.75,
1759265569364091,97973.8,-121249,42577.5,
1759265569374127,109410,-92750,57776.2,
1759265569384084,129202,-49778.8,25200,
1759265569394149,94928.8,-29190,-866.25,
1759265569404081,58791.2,-47188.8,10088.8,
1759265569414077,71505,-47276.2,40136.2,
1759265569424131,88138.8,-44082.5,45640,
1759265569434073,85977.5,-21691.2,63323.8,
1759265569444156,67847.5,-5705,33215,
1759265569454154,53768.8,34693.8,14271.2,
1759265569464066,51030,45237.5,-18541.2,
1759265569474160,53690,55457.5,-48046.2,
1759265569484061,39331.2,54713.8,-58870,
1759265569494145,22487.5,47171.2,-44170,
1759265569504194,-5477.5,120750,-19346.2,
1759265569514054,-14000,119026,-26696.2,
1759265569524342,-33617.5,101439,-15041.2,
1759265569534135,-65590,119612,-19766.2,
1759265569544133,-65975,165646,-30563.8,
1759265569554045,-70612.5,193550,-52570,
1759265569564169,-101098,183986,-23178.8,
1759265569574343,-136509,157115,34265,
1759265569584163,-117626,135984,70227.5,
1759265569594079,-112910,146921,66237.5,
1759265569604119,-131425,105472,36181.2,
1759265569614156,-91376.2,49822.5,-17438.8,
1759265569624531,-86038.8,114214,-114406,
1759265569634112,12477.5,3902.5,-78522.5,
1759265569644216,-33643.8,-72835,-38570,
1759265569653959,-71793.8,-37581.2,-19197.5,
1759265569664144,-97247.5,-39313.8,-5477.5,
1759265569674117,-44152.5,-140280,-77962.5,
1759265569684100,7402.5,-104318,-63875,
1759265569694098,15907.5,-93528.8,-62326.2,
1759265569704204,-9213.75,-137699,-19661.2,
1759265569714134,-17062.5,-144218,-55002.5,
1759265569724226,-10298.8,-104300,-7262.5,
1759265569734127,-18935,-139772,63577.5,
1759265569744086,-5670,-143605,86765,
1759265569754084,23922.5,-110626,73806.2,
1759265569764081,37791.2,-72476.2,47976.2,
1759265569774190,45491.2,-73797.5,32873.8,
1759265569784116,63577.5,-20457.5,-2625,
1759265569794181,52115,-23003.8,-10088.8,
1759265569804111,60480,-32445,-24543.8,
1759265569814121,75241.2,54355,-72668.8,
1759265569824081,94281.2,53943.8,-55098.8,
1759265569834064,94806.2,60830,24202.5,
1759265569844269,122098,53593.8,91717.5,
1759265569854101,74077.5,71566.2,126534,
1759265569864165,46488.8,109550,72205,
1759265569874215,32025,120864,34273.8,
1759265569884091,60270,124390,-14507.5,
1759265569894157,75985,114389,11392.5,
1759265569904155,69711.2,111974,-3850,
1759265569914153,43881.2,120732,-3981.25,
1759265569925080,21323.8,120278,-19538.8,
1759265569934258,32760,119604,-61713.8,
1759265569944446,34063.8,128896,-54766.2,
1759265569954442,9992.5,102069,-55195,
1759265569964552,-28831.2,103215,-31132.5,
1759265569974498,-69685,57960,-33801.2,
1759265569984407,-54372.5,40810,-3981.25,
1759265569998638,-49533.8,49385,-175,
1759265570004649,-47066.2,56481.2,3692.5,
1759265570014179,-82013.8,24727.5,9502.5,
1759265570024719,-118615,16940,-28472.5,
1759265570034221,-109428,32812.5,-18156.2,
1759265570044212,-71645,-8767.5,-8225,
1759265570054219,-56673.8,-20536.2,-10508.8,
1759265570064169,-85627.5,-12993.8,-51651.2,
1759265570074388,-92277.5,-33013.8,-88410,
1759265570084256,-80237.5,-46506.2,-88278.8,
1759265570094210,-48685,-58310,-54013.8,
1759265570104251,-42516.2,-78653.8,-20440,
1759265570114249,-49717.5,-91376.2,-8583.75,
1759265570124380,-45062.5,-96425,-13921.2,
1759265570134197,-38587.5,-117145,-13842.5,
1759265570144242,-11016.2,-130690,-15058.8,
1759265570154187,7148.75,-124591,-21787.5,
1759265570164144,35078.8,-116769,-26670,
1759265570174617,37555,-108482,-51117.5,
1759265570184304,40250,-109734,-67488.8,
1759265570194302,37721.2,-114371,-70498.8,
1759265570204354,59500,-129334,-40722.5,
1759265570214351,77315,-118781,-1881.25,
1759265570224251,95602.5,-107958,21157.5,
1759265570234292,100328,-86502.5,23581.2,
1759265570244361,91708.8,-59211.2,5512.5,
1759265570254291,73753.8,-41116.2,-9353.75,
1759265570264285,66001.2,-40372.5,-16143.8,
1759265570274514,84997.5,-72467.5,-6011.25,
1759265570284373,75810,-52465,8653.75,
1759265570294683,67383.8,-66132.5,13317.5,
1759265570304369,96495,2642.5,12565,
1759265570314437,110976,-2406.25,9135,
1759265570324377,67611.2,-8163.75,38526.2,
1759265570334322,50968.8,16528.8,22443.8,
1759265570344320,81952.5,-11217.5,37047.5,
1759265570354264,83002.5,28175,236.25,
1759265570364316,66351.2,30467.5,-30117.5,
1759265570374544,37817.5,10106.2,-35376.2,
1759265570384350,5145,33328.8,4733.75,
1759265570394343,-7437.5,16161.2,87683.8,
1759265570404306,9975,35761.2,78286.2,
1759265570414291,-1312.5,14770,12285,
1759265570424434,-6562.5,39515,-82810,
1759265570434449,-210,8758.75,-120488,
1759265570444336,-14096.2,-8356.25,-38360,
1759265570454333,-2651.25,-32427.5,19005,
1759265570464336,-46427.5,-25672.5,69291.2,
1759265570474668,-21420,-16633.8,-4095,
1759265570484621,-47503.8,-33241.2,-39943.8,
1759265570494390,-8811.25,-54057.5,-62431.2,
1759265570504322,-34221.2,-49577.5,-22715,
1759265570514319,-9738.75,-79038.8,47731.2,
1759265570524531,-18112.5,-73202.5,34475,
1759265570534313,-2432.5,-89320,7647.5,
1759265570544382,-13011.2,-51555,-69203.8,
1759265570554381,2327.5,-53313.8,-59753.8,
1759265570564333,2021.25,-39663.8,-10412.5,
1759265570574534,7621.25,-52001.2,40328.8,
1759265570584303,-20868.8,-37266.2,49831.2,
1759265570594412,-23003.8,-25602.5,2896.25,
1759265570604425,-20895,-12145,-6632.5,
1759265570614321,-2275,-4672.5,1041.25,
1759265570624447,-17316.2,-3185,69755,
1759265570634402,-27256.2,20063.8,91070,
1759265570644378,-53410,33556.2,79336.2,
1759265570654476,-52508.8,36163.8,20291.2,
1759265570664309,-40941.2,46733.8,-50618.8,
1759265570674496,-39970,42918.8,-41912.5,
1759265570684351,-39681.2,49490,-9301.25,
1759265570694348,-59377.5,37581.2,56691.2,
1759265570704361,-85093.8,44940,56341.2,
1759265570714387,-90755,51957.5,22776.2,
1759265570724445,-86563.8,49227.5,-5705,
1759265570734339,-72380,41300,-183.75,
1759265570744431,-70201.2,27720,41518.8,
1759265570754162,-86248.8,33451.2,52325,
1759265570764157,-108806,26145,43811.2,
1759265570774332,-104116,18261.2,-7297.5,
1759265570784153,-47013.8,8277.5,-15330,
1759265570794325,-30721.2,10552.5,8050,
1759265570804322,-50286.2,25252.5,35070,
1759265570814320,-81987.5,22977.5,58135,
1759265570824462,-48650,18576.2,73762.5,
1759265570834287,-25025,7437.5,80718.8,
1759265570844495,-18287.5,26075,53690,
1759265570854495,-28665,48518.8,7393.75,
1759265570864362,-9187.5,49813.8,-2380,
1759265570874453,16782.5,41282.5,43015,
1759265570884625,32690,22986.2,121266,
1759265570894394,55221.2,31115,168219,
1759265570904424,8566.25,22216.2,161735,
1759265570914351,26932.5,33101.2,113199,
1759265570924380,26722.5,25410,107415,
1759265570934292,81278.8,46322.5,67200,
1759265570944244,103276,76090,4392.5,
1759265570954381,88182.5,63910,-37843.8,
1759265570964339,95383.8,69370,-4410,
1759265570974397,47180,50198.8,67567.5,
1759265570984334,63752.5,22085,105402,
1759265570994334,54652.5,39121.2,83413.8,
1759265571004368,76641.2,24368.8,72922.5,
1759265571014327,86441.2,55833.8,40398.8,
1759265571024327,82372.5,7901.25,36662.5,
1759265571034392,112026,39716.2,9073.75,
1759265571044359,114669,48081.2,-4821.25,
1759265571054318,108246,52920,62405,
1759265571064353,27387.5,14341.2,106496,
1759265571074463,27921.2,11628.8,142214,
1759265571084351,38815,37126.2,67768.8,
1759265571094349,38745,40066.2,63770,
1759265571104345,39917.5,31482.5,6300,
1759265571114304,22408.8,24456.2,45780,
1759265571124421,-10263.8,23231.2,13352.5,
1759265571134450,23668.8,27212.5,-16730,
1759265571144335,74602.5,39725,28490,
1759265571154364,-48588.8,253.75,59246.2,
1759265571164289,-69991.2,-5013.75,141995,
1759265571174357,-150990,5040,113452,
1759265571184451,-57242.5,-48466.2,54311.2,
1759265571194324,-68066.2,-673.75,-37625,
1759265571204321,4095,-22032.5,-130016,
1759265571214319,-62947.5,34562.5,-52246.2,
1759265571224398,-77043.8,-44082.5,27072.5,
1759265571234314,-53620,-28113.8,132562,
1759265571244423,-64610,-48098.8,68941.2,
1759265571254311,-21752.5,-9843.75,-9065,
1759265571264309,-3298.75,8461.25,-99767.5,
1759265571274427,17220,-22373.8,-39690,
1759265571284380,31333.8,69212.5,34457.5,
1759265571294300,-19215,36461.2,111011,
1759265571304298,26512.5,-1330,118440,
1759265571314321,23607.5,-29058.8,88541.2,
1759265571324474,64505,21866.2,80648.8,
1759265571334291,56472.5,61801.2,23187.5,
1759265571344314,84726.2,17797.5,38657.5,
1759265571354376,59185,-5801.25,37511.2,
1759265571364309,48553.8,-5136.25,109944,
1759265571374437,75381.2,15828.8,57023.8,
1759265571384492,46558.8,15085,55396.2,
1759265571394402,75075,-4436.25,-28673.8,
1759265571404366,65598.8,17045,-76203.8,
1759265571414539,71933.8,21603.8,-76300,
1759265571424505,25453.8,13667.5,-94858.8,
1759265571434294,20938.8,-6720,-3167.5,
1759265571444410,27597.5,6116.25,-13457.5,
1759265571454335,37170,3062.5,31832.5,
1759265571464433,9301.25,-15907.5,-27641.2,
1759265571474692,2327.5,-10193.8,-33617.5,
1759265571484256,4681.25,-26915,-14848.8,
1759265571494379,638.75,-17893.8,20553.8,
1759265571504394,-25856.2,-42192.5,59482.5,
1759265571514339,-40652.5,-30948.8,13702.5,
1759265571524423,-37940,-26530,9502.5,
1759265571534130,-26801.2,-32313.8,-21883.8,
1759265571544414,-19136.2,-27440,-36723.8,
1759265571554584,-29793.8,-20658.8,-60532.5,
1759265571564348,-34440,-25060,-67436.2,
1759265571574389,-38062.5,-21945,-52972.5,
1759265571584436,-38981.2,-21437.5,-51371.2,
1759265571594402,-54976.2,-23590,-34763.8,
1759265571604355,-53121.2,-15662.5,-51563.8,
1759265571614342,-55728.8,-11611.2,-44852.5,
1759265571624432,-61258.8,-6693.75,-32777.5,
1759265571634394,-63280,-4173.75,-32935,
1759265571644344,-77253.8,-6632.5,-17806.2,
1759265571654341,-72283.8,-3780,-28831.2,
1759265571664339,-55772.5,-1645,-17727.5,
1759265571674389,-34728.8,11961.2,-22032.5,
1759265571684381,-29120,11541.2,-40845,
1759265571694399,-43881.2,-4340,-63481.2,
1759265571704060,-33853.8,-13641.2,-74095,
1759265571714374,-19740,-6002.5,-59893.8,
1759265571724362,-9861.25,5215,-59106.2,
1759265571734369,-23808.8,7332.5,-49271.2,
1759265571744323,-16817.5,6912.5,-35980,
1759265571754316,-20930,5503.75,-12022.5,
1759265571764316,-19713.8,-1163.75,7218.75,
1759265571774413,-24745,-10185,131.25,
1759265571784357,-21542.5,-19512.5,-5547.5,
1759265571794355,-9441.25,-12293.8,-23117.5,
1759265571804352,-13466.2,-7953.75,-24517.5,
1759265571814350,-23240,-10552.5,-29732.5,
1759265571824422,-30563.8,-22268.8,-16712.5,
1759265571834755,-28192.5,-29977.5,-542.5,
1759265571844343,-25637.5,-22627.5,-11532.5,
1759265571854340,-34483.8,-22163.8,-24727.5,
1759265571864289,-35901.2,-13720,-39436.2,
1759265571874337,-31438.8,-10570,-23528.8,
1759265571884333,-43951.2,-9931.25,-708.75,
1759265571894331,-56988.8,-15085,15907.5,
1759265571904332,-72502.5,-20002.5,22251.2,
1759265571914327,-56997.5,-22382.5,11952.5,
1759265571924331,-38718.8,-20580,-4016.25,
1759265571934347,-32261.2,-12258.8,-28376.2,
1759265571944358,-52535,-5836.25,-41457.5,
1759265571954356,-58695,-6658.75,-41116.2,
1759265571964315,-60795,-12328.8,-30065,
1759265571974569,-60383.8,-16047.5,-29802.5,
1759265571984311,-60602.5,-21910,-31876.2,
1759265571994346,-64863.8,-22540,-11445,
1759265572004431,-72353.8,-17526.2,7997.5,
1759265572014303,-78846.2,-23677.5,29478.8,
1759265572024694,-63621.2,-25138.8,23310,
1759265572034298,-40941.2,-24395,-6282.5,
1759265572044296,-31342.5,-20431.2,-55518.8,
1759265572054293,-25200,-27833.8,-91577.5,
1759265572064425,-17701.2,-44397.5,-78303.8,
1759265572074351,-7140,-45587.5,-44423.8,
1759265572084450,-7323.75,-44616.2,-2616.25,
1759265572094347,-7385,-43811.2,10342.5,
1759265572104444,1951.25,-43793.8,2528.75,
1759265572114357,11182.5,-36601.2,-796.25,
1759265572124386,21857.5,-29531.2,1522.5,
1759265572134339,21883.8,-30668.8,17360,
1759265572144400,22426.2,-32480,9493.75,
1759265572154368,28052.5,-28148.8,-7236.25,
1759265572164393,46305,-23047.5,-27860,
1759265572174426,48781.2,-16651.2,-33425,
1759265572184267,46331.2,-8557.5,-14218.8,
1759265572194386,37896.2,157.5,8400,
1759265572204335,37555,-1426.25,23695,
1759265572214360,45806.2,-1697.5,-971.25,
1759265572224456,49612.5,-1531.25,-35971.2,
1759265572234377,49175,9572.5,-63700,
1759265572244375,40407.5,17307.5,-54311.2,
1759265572254363,28551.2,15260,-12153.8,
1759265572264409,24911.2,5311.25,15575,
1759265572274349,21892.5,-288.75,26888.8,
1759265572284365,20186.2,7105,1382.5,
1759265572294341,19013.8,13387.5,-21175,
1759265572304363,23012.5,6790,-31718.8,
1759265572314397,29023.8,-1452.5,-27475,
1759265572324421,29890,-2012.5,-23458.8,
1759265572334381,31132.5,-2756.25,-32322.5,
1759265572344390,33363.8,-2161.25,-37345,
1759265572354327,34291.2,4716.25,-42367.5,
1759265572364300,31141.2,9721.25,-27868.8,
1759265572374364,32313.8,-498.75,-15260,
1759265572384342,31561.2,-8557.5,-3141.25,
1759265572394469,29566.2,-3158.75,-6037.5,
1759265572404337,32103.8,2467.5,-16301.2,
1759265572414335,43260,-5416.25,-16887.5,
1759265572424389,49945,-1303.75,-21201.2,
1759265572434330,46602.5,16073.8,-11908.8,
1759265572444365,46392.5,21253.8,14840,
1759265572454363,63262.5,19451.2,9441.25,
1759265572464323,72922.5,32436.2,-26503.8,
1759265572474319,51012.5,29137.5,-64461.2,
1759265572484318,46445,27037.5,-64373.8,
1759265572494354,53305,19153.8,-20545,
1759265572504352,45071.2,28385,36251.2,
1759265572514349,22557.5,39961.2,33582.5,
1759265572524347,6728.75,34291.2,-1837.5,
1759265572534593,10823.8,33258.8,-41833.8,
1759265572544538,8207.5,38613.8,-55466.2,
1759265572554339,1155,33083.8,-30931.2,
1759265572564337,-12923.8,12915,5092.5,
1759265572574336,-21735,3307.5,24911.2,
1759265572584333,-20125,10395,6877.5,
1759265572594526,5687.5,13781.2,-31648.8,
1759265572604327,14883.8,1041.25,-74908.8,
1759265572614325,-9773.75,525,-67007.5,
1759265572624323,-23940,-3421.25,-11462.5,
1759265572634307,-30091.2,-6431.25,64356.2,
1759265572644406,-51992.5,-28096.2,61267.5,
1759265572654317,-36373.8,-23100,-24850,
1759265572664315,-19241.2,2931.25,-85540,
1759265572674779,1601.25,15303.8,-71435,
1759265572684396,-14752.5,-8557.5,6632.5,
1759265572694381,-51476.2,-42096.2,63227.5,
1759265572704297,-54127.5,-28175,72563.8,
1759265572714303,-19285,-10491.2,4095,
1759265572724340,19433.8,4191.25,-64872.5,
1759265572734424,17377.5,7708.75,-105691,
1759265572744296,10596.2,3176.25,-70971.2,
1759265572754294,26.25,10570,87.5,
1759265572764292,5801.25,-2511.25,36925,
1759265572774289,13903.8,3333.75,22671.2,
1759265572784413,31718.8,9196.25,-30318.8,
1759265572794371,35901.2,29583.8,-39165,
1759265572804368,31360,35140,-19775,
1759265572814368,18690,28831.2,33818.8,
1759265572824125,13886.2,26608.8,41125,
1759265572834361,31290,31753.8,30301.2,
1759265572844363,57093.8,37047.5,-16467.5,
1759265572854356,56962.5,34658.8,-30651.2,
1759265572864392,38815,35883.8,-13868.8,
1759265572874352,21008.8,29942.5,33407.5,
1759265572884349,24526.2,17780,53147.5,
1759265572894386,19547.5,5145,15802.5,
1759265572904345,17123.8,6632.5,-31228.8,
1759265572914342,15102.5,15960,-52692.5,
1759265572924379,14350,10675,-8513.75,
1759265572934338,-1120,-6991.25,27317.5,
1759265572944442,-13571.2,-19223.8,41947.5,
1759265572954533,-15557.5,-15443.8,6186.25,
1759265572964370,-6335,-9747.5,-26608.8,
1759265572974328,-6291.25,-8373.75,-34098.8,
1759265572984158,4882.5,21122.5,-7008.75,
1759265572994430,7288.75,4278.75,14770,
1759265573004367,-25480,-11541.2,54302.5,
1759265573014362,-23756.2,-24981.2,6116.25,
1759265573024354,-38876.2,27693.8,-8373.75,
1759265573034354,-4112.5,-15688.8,-38263.8,
1759265573044313,-8216.25,-25873.8,-29522.5,
1759265573054348,10500,-39795,12670,
1759265573064378,-4926.25,2852.5,25313.8,
1759265573074412,6658.75,-27326.2,25410,
1759265573084344,-14166.2,-26197.5,-971.25,
1759265573094603,9660,-26503.8,-25742.5,
1759265573104297,4707.5,13387.5,595,
1759265573114402,14315,-18235,2590,
1759265573124319,-22688.8,-18593.8,23686.2,
1759265573134326,-9458.75,-31622.5,-2257.5,
1759265573144395,-15881.2,-13177.5,-1076.25,
1759265573154327,33950,-14813.8,-19888.8,
1759265573164390,10788.8,3018.75,-30878.8,
1759265573174388,28673.8,-6991.25,17.5,
1759265573184385,113.75,-2047.5,8251.25,
1759265573194383,10876.2,-13562.5,32112.5,
1759265573204313,-11935,4182.5,-6098.75,
1759265573214379,9030,-9695,-9108.75,
1759265573224376,12337.5,19897.5,-3902.5,
1759265573234517,19740,8793.75,17613.8,
1759265573244372,-2476.25,14638.8,29216.2,
1759265573254372,-12880,2485,8321.25,
1759265573264367,-10788.8,10447.5,2782.5,
1759265573274375,-682.5,19433.8,-10386.2,
1759265573284362,7927.5,-52.5,4550,
1759265573294451,-8960,5153.75,4760,
1759265573304383,-9756.25,9283.75,10648.8,
1759265573314355,-22977.5,30248.8,-7218.75,
1759265573324077,5118.75,-11156.2,-16240,
1759265573334281,-23511.2,6177.5,-20658.8,
1759265573344463,-30178.8,11375,-15750,
1759265573354371,-53060,8338.75,-350,
1759265573364437,-22820,-8898.75,12530,
1759265573374366,-25445,-2896.25,20580,
1759265573384338,-2992.5,9275,603.75,
1759265573394362,-13580,19040,-15435,
1759265573404334,-16765,12696.2,-17832.5,
1759265573414382,-20107.5,20457.5,-10745,
1759265573424329,-13151.2,16353.8,22155,
1759265573434634,-6772.5,18086.2,18068.8,
1759265573444350,-6116.25,15260,25637.5,
1759265573454322,-10946.2,13457.5,8671.25,
1759265573464370,-6676.25,20020,10613.8,
1759265573474460,-2756.25,17010,16843.8,
1759265573484409,1566.25,26775,11987.5,
1759265573494338,24631.2,15435,16187.5,
1759265573504341,15461.2,25165,7700,
1759265573514403,17298.8,24753.8,10867.5,
1759265573524356,-2668.75,3290,10587.5,
1759265573534351,10272.5,28358.8,15295,
1759265573544418,9686.25,59788.8,-2966.25,
1759265573554349,32646.2,-1627.5,8671.25,
1759265573564443,8715,-30423.8,-11733.8,
1759265573574393,34361.2,23765,-30047.5,
1759265573584315,26363.8,47871.2,-20098.8,
1759265573594340,36426.2,20282.5,-26643.8,
1759265573604337,4200,-4392.5,-4952.5,
1759265573614335,5976.25,-14350,31648.8,
1759265573624378,-18672.5,752.5,36548.8,
1759265573634330,-18488.8,15583.8,12958.8,
1759265573644367,-4873.75,3517.5,-22540,
1759265573654419,192.5,-21927.5,-26643.8,
1759265573664370,6553.75,-16633.8,-41930,
1759265573674321,-5066.25,-13746.2,-9345,
1759265573684318,-16992.5,-12363.8,13606.2,
1759265573694409,-23668.8,-14367.5,22890,
1759265573704439,-9467.5,-22618.8,13291.2,
1759265573714654,-10736.2,-8120,-47118.8,
1759265573724355,-7708.75,1601.25,-58948.8,
1759265573734307,-19110,-8006.25,-77008.8,
1759265573744347,-24500,-10412.5,-35542.5,
1759265573754302,-30388.8,-17281.2,-20440,
1759265573764371,-21262.5,-8155,-5206.25,
1759265573774298,-23283.8,-1618.75,-28988.8,
1759265573784388,-19232.5,-10753.8,-67943.8,
1759265573794396,-10220,-24605,-86205,
1759265573804337,-12538.8,-36688.8,-90195,
1759265573814332,-2677.5,-39742.5,-47407.5,
1759265573824379,-3325,-39725,-32987.5,
1759265573834376,-5258.75,-44563.8,-25095,
1759265573844320,5127.5,-48046.2,-39821.2,
1759265573854325,9003.75,-36417.5,-44747.5,
1759265573864370,15251.2,-37371.2,-20326.2,
1759265573874350,18103.8,-45613.8,5206.25,
1759265573884497,11532.5,-57268.8,25637.5,
1759265573894363,17360,-54538.8,18917.5,
1759265573904360,28568.8,-58616.2,12845,
1759265573914411,38788.8,-51852.5,8828.75,
1759265573924355,43951.2,-47171.2,16038.8,
1759265573934353,39926.2,-40801.2,34790,
1759265573944351,32943.8,-32261.2,41282.5,
1759265573954348,33696.2,-37721.2,44800,
1759265573964346,39287.5,-36435,25401.2,
1759265573974344,34693.8,-30248.8,10657.5,
1759265573984341,35542.5,-16966.2,4690,
1759265573994410,28945,-6107.5,16065,
1759265574004461,19311.2,5993.75,32777.5,
1759265574014459,8697.5,12171.2,38228.8,
1759265574024459,-630,18742.5,34230,
1759265574034371,6466.25,25130,30817.5,
1759265574044453,11681.2,12967.5,35551.2,
1759265574054325,2913.75,14840,23012.5,
1759265574064323,34317.5,65423.8,57032.5,
1759265574074391,-18891.2,63253.8,-19503.8,
1759265574084318,-21647.5,-26066.2,-30222.5,
1759265574094387,-23038.8,-58870,-16983.8,
1759265574104313,35472.5,39541.2,50242.5,
1759265574114311,47241.2,11173.8,47696.2,
1759265574124379,13965,16905,-12652.5,
1759265574134377,-62623.8,-23012.5,-21726.2,
1759265574144376,7420,-9380,-37117.5,
1759265574154301,-27422.5,-7980,46935,
1759265574164425,24193.8,10246.2,34221.2,
1759265574174297,-30756.2,-23983.8,6641.25,
1759265574184294,-36925,-45937.5,-16642.5,
1759265574194422,-18821.2,-31141.2,-46296.2,
1759265574204315,-1531.25,-26188.8,472.5,
1759265574214288,5565,-35691.2,-33915,
1759265574224356,-24123.8,-68512.5,-122.5,
1759265574234354,-16065,-49113.8,-23441.2,
1759265574244465,6527.5,-30861.2,6273.75,
1759265574254349,12092.5,-126910,-4838.75,
1759265574264440,25042.5,-63481.2,3972.5,
1759265574274399,53235,-45386.2,56078.8,
1759265574284343,-4620,-71408.8,28096.2,
1759265574294394,2187.5,-58458.8,27658.8,
1759265574304432,-28822.5,-25681.2,-8251.25,
1759265574314370,-30878.8,-47031.2,40705,
1759265574324334,-45500,-4068.75,-1015,
1759265574334432,-19005,24185,37345,
1759265574344449,-48177.5,15680,10097.5,
1759265574354326,-35953.8,14787.5,-19267.5,
1759265574364377,-45832.5,16432.5,29811.2,
1759265574374321,-19836.2,24220,44677.5,
1759265574384373,-18628.8,22855,92496.2,
1759265574394623,23878.8,21481.2,61521.2,
1759265574404344,5993.75,2835,66491.2,
1759265574414405,-51870,-51030,34396.2,
1759265574424309,-16380,-41982.5,63245,
1759265574434307,-13300,-78951.2,89958.8,
1759265574444404,-22391.2,-63673.8,70078.8,
1759265574454359,14087.5,-49376.2,66972.5,
1759265574464393,-24491.2,-43828.8,15750,
1759265574474351,-28778.8,-38762.5,9738.75,
1759265574484388,-20816.2,-8093.75,31622.5,
1759265574494573,-16957.5,-4655,53278.8,
1759265574504383,1373.75,11628.8,43688.8,
1759265574514381,-35420,44485,-4847.5,
1759265574524592,-16135,22137.5,-157.5,
1759265574534370,-24946.2,51003.8,-28665,
1759265574544445,-34781.2,39541.2,2371.25,
1759265574554514,-11628.8,16581.2,27466.2,
1759265574564369,-25068.8,109664,-6168.75,
1759265574574367,45220,-64680,-3657.5,
1759265574584365,57067.5,-22461.2,-15093.8,
1759265574594364,49297.5,-57470,-61766.2,
1759265574604360,14822.5,-94832.5,25086.2,
1759265574614358,-13098.8,-18392.5,6877.5,
1759265574624347,-5923.75,-260706,189779,
1759265574634472,-13790,-285180,167974,
1759265574644476,30012.5,-205721,63026.2,
1759265574654348,55623.8,-286685,153309,
1759265574664377,-117504,221559,171526,
1759265574674345,-202318,286685,286685,
1759265574684341,-78758.8,104948,286685,
1759265574694510,-69667.5,45990,286685,
1759265574704337,-2021.25,-107258,286685,
1759265574714334,153746,-125659,286685,
1759265574724332,33005,147928,286685,
1759265574734338,-74567.5,115001,286685,
1759265574744454,-180792,-9423.75,286685,
1759265574754325,-220675,-159119,286685,
1759265574764394,30835,157762,286685,
1759265574774486,-286685,286685,286685,
1759265574784373,-221489,123568,286685,
1759265574794821,81672.5,183461,286685,
1759265574804403,5810,-286685,286685,
1759265574814465,20623.8,-60558.8,149748,
1759265574824308,-219992,-268170,59342.5,
1759265574834431,-159775,-84875,124399,
1759265574844470,-189079,204628,286685,
1759265574854412,-286685,186882,218470,
1759265574864509,-261161,141785,286685,
1759265574874420,-224586,89477.5,286685,
1759265574884363,-45552.5,-62343.8,286685,
1759265574894487,69431.2,-174991,286685,
1759265574904362,84166.2,-131390,286685,
1759265574914478,-108098,-252998,286685,
1759265574924355,23887.5,70078.8,286685,
1759265574934394,-58117.5,20982.5,286685,
1759265574944355,-133175,93896.2,286685,
1759265574954420,14113.8,168368,286685,
1759265574964401,54661.2,-88576.2,248762,
1759265574974398,170599,54976.2,286685,
1759265574984397,-75267.5,-26521.2,286685,
1759265574994379,7962.5,110539,286685,
1759265575004391,-126280,6860,286685,
1759265575014334,-119149,192106,286685,
1759265575024425,-236346,104755,286685,
1759265575034418,-16432.5,-44108.8,251790,
1759265575044424,-29662.5,-38736.2,225680,
1759265575054421,70542.5,-136736,197409,
1759265575064408,14892.5,-141304,15163.8,
1759265575074375,-80465,-114678,68118.8,
1759265575084402,-132790,115876,31955,
1759265575094443,-1688.75,-119394,286685,
1759265575104407,14980,-222320,286685,
1759265575114406,-272702,286685,-93791.2,
1759265575124363,50557.5,-246041,-166442,
1759265575134400,-68801.2,160694,-286685,
1759265575144518,84988.8,-116462,-162776,
1759265575154395,20632.5,67873.8,163459,
1759265575164390,-5958.75,203166,-247599,
1759265575174420,-13886.2,76431.2,-247065,
1759265575184389,88655,37327.5,-246995,
1759265575194525,149975,-155269,-104361,
1759265575204383,14000,18480,49822.5,
1759265575214431,-65581.2,5346.25,-91192.5,
1759265575224476,39383.8,-106076,154508,
1759265575234375,-47950,-141908,178526,
1759265575244586,9126.25,244851,-61582.5,
1759265575254380,-34142.5,79773.8,-80045,
1759265575264492,25838.8,-12582.5,197444,
1759265575274367,-46760,-74733.8,286685,
1759265575284364,75180,183120,286685,
1759265575294641,15986.2,223134,146519,
1759265575304485,20396.2,7997.5,-286685,
1759265575314357,44555,117031,-259718,
