time (us),x (mdps),y (mdps),z(mdps)
1759266324774731,-17.5,-236.25,-402.5,
1759266324777926,-26.25,-183.75,-542.5,
1759266324780596,-201.25,-245,-507.5,
1759266324783428,-332.5,-183.75,-560,
1759266324786112,0,-70,-192.5,
1759266324788887,-78.75,-420,-358.75,
1759266324792072,70,-402.5,-472.5,
1759266324795107,52.5,-525,-332.5,
1759266324797695,105,-105,-201.25,
1759266324800361,166.25,-245,-113.75,
1759266324802966,542.5,61.25,35,
1759266324805613,218.75,-70,-210,
1759266324808664,411.25,-166.25,61.25,
1759266324811411,367.5,-236.25,87.5,
1759266324813955,796.25,-393.75,280,
1759266324816534,455,-437.5,315,
1759266324819102,682.5,-358.75,525,
1759266324821797,1023.75,-271.25,490,
1759266324824396,857.5,-201.25,796.25,
1759266324827367,831.25,-332.5,892.5,
1759266324830032,1050,-288.75,595,
1759266324832699,1198.75,-393.75,1032.5,
1759266324835346,1041.25,-691.25,682.5,
1759266324838189,1032.5,-376.25,1076.25,
1759266324840998,857.5,-542.5,1155,
1759266324844190,1163.75,-542.5,1233.75,
1759266324846903,1128.75,-507.5,910,
1759266324849431,1050,-778.75,1120,
1759266324852101,1041.25,-603.75,1155,
1759266324854958,1260,-1067.5,1408.75,
1759266324857578,936.25,-805,1076.25,
1759266324860534,1198.75,-735,1006.25,
1759266324863233,927.5,-918.75,988.75,
1759266324865732,770,-840,1531.25,
1759266324868483,1172.5,-1067.5,997.5,
1759266324871023,980,-770,1102.5,
1759266324873641,1076.25,-1172.5,1172.5,
1759266324876397,1391.25,-813.75,1286.25,
1759266324879177,962.5,-866.25,1373.75,
1759266324881841,1172.5,-1006.25,988.75,
1759266324884593,892.5,-971.25,796.25,
1759266324887209,910,-735,980,
1759266324889802,603.75,-953.75,822.5,
1759266324892651,647.5,-1216.25,796.25,
1759266324895425,437.5,-498.75,673.75,
1759266324898199,367.5,-1102.5,586.25,
1759266324901023,323.75,-1085,437.5,
1759266324903736,945,-1015,446.25,
1759266324906523,542.5,-997.5,455,
1759266324909354,96.25,-875,455,
1759266324912185,463.75,-708.75,367.5,
1759266324914898,-96.25,-708.75,367.5,
1759266324917724,551.25,-621.25,17.5,
1759266324920516,183.75,-813.75,35,
1759266324923349,463.75,-603.75,52.5,
1759266324926449,323.75,-525,-78.75,
1759266324929251,175,-761.25,17.5,
1759266324932173,192.5,-507.5,-175,
1759266324934913,332.5,-175,-192.5,
1759266324937497,533.75,-288.75,-201.25,
1759266324940164,175,-437.5,-262.5,
1759266324943015,358.75,-306.25,-253.75,
1759266324945718,481.25,-332.5,-245,
1759266324948380,481.25,-210,-385,
1759266324951072,490,-131.25,-262.5,
1759266324953744,525,-297.5,-472.5,
1759266324956510,157.5,-183.75,-490,
1759266324959555,735,-61.25,-437.5,
1759266324962428,463.75,-96.25,-148.75,
1759266324965070,148.75,315,-612.5,
1759266324967791,323.75,245,-341.25,
1759266324970506,568.75,183.75,-647.5,
1759266324973172,857.5,70,-402.5,
1759266324976170,498.75,-113.75,-271.25,
1759266324978928,647.5,17.5,-218.75,
1759266324981627,498.75,-131.25,-227.5,
1759266324984360,656.25,-166.25,-122.5,
1759266324987064,350,-332.5,-35,
1759266324989814,341.25,-78.75,148.75,
1759266324992939,918.75,-105,52.5,
1759266324995703,778.75,-376.25,148.75,
1759266324998329,848.75,-350,157.5,
1759266325000952,901.25,-288.75,236.25,
1759266325003496,875,-542.5,253.75,
1759266325006163,962.5,-761.25,192.5,
1759266325009233,1373.75,-796.25,682.5,
1759266325012057,1268.75,-805,787.5,
1759266325014866,1128.75,-901.25,761.25,
1759266325017490,1260,-778.75,577.5,
1759266325020082,1015,-1155,761.25,
1759266325022834,1347.5,-1137.5,962.5,
1759266325025668,1137.5,-1303.75,822.5,
1759266325028388,1120,-945,1172.5,
1759266325031017,1452.5,-1251.25,1181.25,
1759266325033598,1365,-1050,988.75,
1759266325036221,1181.25,-1093.75,1067.5,
1759266325038885,1216.25,-1163.75,1155,
1759266325041679,1198.75,-1347.5,1531.25,
1759266325044553,1321.25,-1242.5,1303.75,
1759266325047047,953.75,-1785,1426.25,
1759266325049645,1225,-1225,1513.75,
1759266325052215,1382.5,-1435,1522.5,
1759266325054944,936.25,-1321.25,1400,
1759266325057641,1557.5,-1478.75,1225,
1759266325060486,1190,-1041.25,1435,
1759266325063044,1076.25,-1260,1391.25,
1759266325065670,1181.25,-1321.25,1181.25,
1759266325068187,927.5,-1050,1190,
1759266325071218,1382.5,-883.75,1198.75,
1759266325073851,910,-1041.25,1478.75,
1759266325076643,1216.25,-1058.75,1146.25,
1759266325079183,1032.5,-910,822.5,
1759266325081789,988.75,-612.5,866.25,
1759266325084419,1093.75,-621.25,411.25,
1759266325087002,927.5,-560,752.5,
1759266325089666,708.75,-805,455,
1759266325092545,840,-463.75,612.5,
1759266325095293,542.5,-577.5,350,
1759266325097959,752.5,-691.25,201.25,
1759266325100638,883.75,-533.75,26.25,
1759266325103346,665,-376.25,-43.75,
1759266325106036,691.25,-306.25,-148.75,
1759266325108914,463.75,-245,-367.5,
1759266325111682,945,-306.25,-402.5,
1759266325114456,463.75,-271.25,-560,
1759266325117060,708.75,70,-446.25,
1759266325119761,481.25,-17.5,-612.5,
1759266325122474,507.5,43.75,-735,
1759266325125597,647.5,-262.5,-638.75,
1759266325128517,691.25,122.5,-980,
1759266325131199,717.5,-87.5,-857.5,
1759266325134119,691.25,-297.5,-936.25,
1759266325136842,446.25,-297.5,-691.25,
1759266325139593,918.75,-367.5,-796.25,
1759266325142389,315,-253.75,-735,
1759266325145237,691.25,-192.5,-315,
1759266325148175,577.5,52.5,-638.75,
1759266325150975,638.75,-245,-551.25,
1759266325153625,796.25,-210,-525,
1759266325156217,542.5,-420,-428.75,
1759266325159028,577.5,-148.75,-376.25,
1759266325161872,700,-428.75,-428.75,
1759266325164456,621.25,-341.25,-157.5,
1759266325166955,638.75,-411.25,17.5,
1759266325169609,752.5,-656.25,288.75,
1759266325172267,735,-542.5,332.5,
1759266325175180,805,-805,446.25,
1759266325178071,936.25,-542.5,603.75,
1759266325180658,866.25,-936.25,778.75,
1759266325183158,1146.25,-1111.25,813.75,
1759266325185657,971.25,-1050,988.75,
1759266325188157,1163.75,-1058.75,796.25,
1759266325190744,1137.5,-770,1120,
1759266325193489,1120,-1006.25,1128.75,
1759266325196280,1076.25,-936.25,1067.5,
1759266325198819,1015,-936.25,1522.5,
1759266325201390,1225,-1365,1085,
1759266325203905,1225,-1338.75,1251.25,
1759266325206599,1260,-1365,1461.25,
1759266325209418,1260,-1111.25,1435,
1759266325212177,1295,-1653.75,1461.25,
1759266325214721,1277.5,-1531.25,1531.25,
1759266325217277,1330,-1050,1303.75,
1759266325219905,1303.75,-1216.25,1338.75,
1759266325222600,927.5,-1120,1190,
1759266325225556,1225,-1295,1408.75,
1759266325228151,980,-1050,1286.25,
1759266325230772,1032.5,-1330,1286.25,
1759266325233312,1260,-1286.25,1277.5,
1759266325235939,1365,-1085,1207.5,
1759266325238611,927.5,-805,945,
1759266325241597,1093.75,-1102.5,708.75,
1759266325244310,1391.25,-1268.75,866.25,
1759266325247096,1041.25,-1268.75,857.5,
1759266325249578,1382.5,-892.5,927.5,
1759266325252143,1408.75,-691.25,638.75,
1759266325254752,1041.25,-953.75,490,
1759266325257622,1242.5,-813.75,568.75,
1759266325260339,918.75,-866.25,560,
1759266325263091,1260,-770,262.5,
1759266325265593,901.25,-630,481.25,
1759266325268139,840,-796.25,262.5,
1759266325270724,752.5,-735,253.75,
1759266325273414,1015,-446.25,175,
1759266325276099,665,-516.25,-52.5,
1759266325278930,936.25,-402.5,-131.25,
1759266325281463,805,-507.5,-411.25,
1759266325283992,315,-542.5,-26.25,
1759266325286548,175,-393.75,-148.75,
1759266325289137,437.5,-288.75,-52.5,
1759266325291829,210,-113.75,-157.5,
1759266325294522,490,-411.25,-157.5,
1759266325297111,455,-87.5,-420,
1759266325299631,586.25,-402.5,-218.75,
1759266325302295,105,-8.75,-218.75,
1759266325304877,498.75,-245,-35,
1759266325307458,280,-70,-140,
1759266325310267,411.25,-122.5,-192.5,
1759266325313015,455,-192.5,-96.25,
1759266325315627,183.75,-682.5,-367.5,
1759266325318128,568.75,-166.25,-280,
1759266325320751,647.5,-245,-227.5,
1759266325323251,288.75,-481.25,-507.5,
1759266325325903,455,-472.5,-210,
1759266325328575,280,-612.5,-315,
1759266325331124,131.25,-516.25,-210,
1759266325333649,61.25,-682.5,8.75,
1759266325336248,297.5,-455,61.25,
1759266325338902,227.5,-630,113.75,
1759266325341695,166.25,-612.5,35,
1759266325344624,70,-420,358.75,
1759266325347373,-35,-761.25,26.25,
1759266325350119,113.75,-1058.75,96.25,
1759266325352688,315,-638.75,210,
1759266325355269,236.25,-796.25,367.5,
1759266325358028,752.5,-525,157.5,
1759266325361121,595,-1023.75,490,
1759266325363783,682.5,-901.25,332.5,
1759266325366333,761.25,-1015,691.25,
1759266325368975,533.75,-1085,533.75,
1759266325371708,630,-1023.75,551.25,
1759266325374483,883.75,-910,726.25,
1759266325377068,892.5,-1146.25,831.25,
1759266325379737,761.25,-1137.5,875,
1759266325382274,1120,-1356.25,787.5,
1759266325384862,910,-1610,988.75,
1759266325387443,1260,-1260,971.25,
1759266325390113,1023.75,-1146.25,743.75,
1759266325392915,936.25,-945,1067.5,
1759266325395967,848.75,-892.5,1207.5,
1759266325405469,927.5,-945,1163.75,
1759266325408508,603.75,-1120,1426.25,
1759266325411713,752.5,-988.75,1443.75,
1759266325414649,945,-1076.25,1085,
1759266325417462,883.75,-551.25,988.75,
1759266325420296,936.25,-945,1050,
1759266325423240,1102.5,-673.75,988.75,
1759266325426321,1102.5,-840,901.25,
1759266325429485,936.25,-691.25,1032.5,
1759266325432171,1233.75,-568.75,586.25,
1759266325434670,1120,-577.5,857.5,
1759266325437272,997.5,-402.5,682.5,
1759266325439959,980,-428.75,568.75,
1759266325442768,901.25,-551.25,323.75,
1759266325445645,525,-498.75,533.75,
1759266325448221,822.5,-428.75,271.25,
1759266325450760,726.25,-490,411.25,
1759266325453389,350,-472.5,245,
1759266325456097,236.25,-280,183.75,
1759266325458900,192.5,-393.75,245,
1759266325461699,525,-210,35,
1759266325464388,376.25,-315,-122.5,
1759266325467221,393.75,-358.75,-332.5,
1759266325469960,-43.75,-236.25,-393.75,
1759266325472851,245,-192.5,-245,
1759266325475753,140,-490,-481.25,
1759266325478549,218.75,-525,-700,
1759266325481216,148.75,-420,-551.25,
1759266325483812,-78.75,-516.25,-568.75,
1759266325486601,166.25,-691.25,-778.75,
1759266325489527,297.5,-393.75,-778.75,
1759266325492218,105,-761.25,-612.5,
1759266325495087,-105,-586.25,-840,
1759266325497660,-140,-560,-673.75,
1759266325500209,148.75,-621.25,-463.75,
1759266325502941,61.25,-665,-560,
1759266325505528,-140,-472.5,-901.25,
1759266325508220,131.25,-533.75,-393.75,
1759266325511111,-166.25,-262.5,-402.5,
1759266325513684,35,-700,-148.75,
1759266325516150,-227.5,-525,-166.25,
1759266325518617,-192.5,-770,-87.5,
1759266325521204,227.5,-656.25,61.25,
1759266325523744,-105,-647.5,17.5,
1759266325526466,236.25,-691.25,376.25,
1759266325529189,-210,-647.5,560,
1759266325531932,218.75,-647.5,516.25,
1759266325534703,78.75,-778.75,551.25,
1759266325537370,-43.75,-516.25,612.5,
1759266325540042,253.75,-752.5,621.25,
1759266325542790,376.25,-936.25,813.75,
1759266325545576,525,-778.75,665,
1759266325548454,787.5,-603.75,603.75,
1759266325551270,708.75,-936.25,743.75,
1759266325553958,927.5,-945,1023.75,
1759266325556745,988.75,-323.75,787.5,
1759266325559679,848.75,-787.5,857.5,
1759266325562366,770,-822.5,848.75,
1759266325565163,717.5,-796.25,971.25,
1759266325567863,1041.25,-700,910,
1759266325570519,700,-796.25,892.5,
1759266325573239,988.75,-603.75,1172.5,
1759266325575929,857.5,-551.25,997.5,
1759266325578694,778.75,-455,988.75,
1759266325581777,918.75,-577.5,1067.5,
1759266325584534,726.25,-665,1015,
1759266325587362,953.75,-752.5,1015,
1759266325590201,971.25,-612.5,971.25,
1759266325593283,953.75,-630,822.5,
1759266325596197,910,-586.25,638.75,
1759266325598922,883.75,-708.75,743.75,
1759266325601719,805,-822.5,840,
1759266325604406,918.75,-542.5,647.5,
1759266325607264,603.75,-901.25,542.5,
1759266325610420,813.75,-638.75,472.5,
1759266325613494,761.25,-743.75,533.75,
1759266325616086,883.75,-428.75,315,
1759266325618660,1023.75,-516.25,297.5,
1759266325621223,525,-787.5,332.5,
1759266325623835,533.75,-507.5,315,
1759266325626818,673.75,-411.25,341.25,
1759266325629712,498.75,-472.5,612.5,
1759266325632215,516.25,-516.25,603.75,
1759266325634716,297.5,-568.75,472.5,
1759266325637155,-78.75,-323.75,245,
1759266325639658,78.75,-437.5,227.5,
1759266325642269,-8.75,-428.75,323.75,
1759266325644908,-17.5,-612.5,323.75,
1759266325647674,-201.25,-463.75,87.5,
1759266325650212,315,-306.25,105,
1759266325652799,-17.5,-210,210,
1759266325655327,122.5,-656.25,131.25,
1759266325657932,201.25,-848.75,227.5,
1759266325660652,-26.25,-752.5,-61.25,
1759266325663325,35,-936.25,-8.75,
1759266325665994,-122.5,-385,17.5,
1759266325668676,-17.5,-411.25,-253.75,
1759266325671386,8.75,-621.25,-105,
1759266325674172,0,-708.75,-175,
1759266325677035,227.5,-280,-245,
1759266325679900,-236.25,-376.25,-43.75,
1759266325682480,-70,-140,-236.25,
1759266325685041,-17.5,-437.5,-166.25,
1759266325687833,-227.5,-306.25,-140,
1759266325690488,-17.5,-271.25,-157.5,
1759266325693339,-148.75,-393.75,17.5,
1759266325696370,26.25,-428.75,-131.25,
1759266325698994,-341.25,-612.5,-306.25,
1759266325701563,166.25,-227.5,8.75,
1759266325704329,113.75,-280,-26.25,
1759266325706897,297.5,-332.5,-210,
1759266325709663,428.75,-376.25,-350,
1759266325712544,490,-393.75,61.25,
1759266325715133,656.25,-280,61.25,
1759266325717658,726.25,-577.5,-131.25,
1759266325720160,621.25,-437.5,-70,
1759266325722696,647.5,-656.25,-140,
1759266325725307,498.75,-472.5,122.5,
1759266325728034,805,-551.25,-166.25,
1759266325730561,953.75,-280,218.75,
1759266325733029,848.75,-551.25,122.5,
1759266325735693,831.25,-796.25,428.75,
1759266325738194,1102.5,-673.75,262.5,
1759266325740804,1023.75,-341.25,490,
1759266325743491,866.25,-796.25,446.25,
1759266325746099,796.25,-568.75,918.75,
1759266325748631,726.25,-472.5,761.25,
1759266325751402,542.5,-761.25,805,
1759266325753984,778.75,-323.75,1006.25,
1759266325756630,927.5,-525,883.75,
1759266325759657,1032.5,-735,901.25,
1759266325762468,883.75,-840,1006.25,
1759266325765075,1015,-735,1093.75,
1759266325767814,1015,-621.25,1260,
1759266325770479,1058.75,-393.75,1032.5,
1759266325773148,927.5,-717.5,953.75,
1759266325775988,1120,-717.5,1251.25,
1759266325778814,813.75,-542.5,1102.5,
1759266325781434,927.5,-455,1268.75,
1759266325784145,752.5,-1050,1128.75,
1759266325786812,1058.75,-962.5,1058.75,
1759266325789491,962.5,-665,980,
1759266325792344,997.5,-656.25,1032.5,
1759266325795172,857.5,-568.75,840,
1759266325797996,542.5,-621.25,962.5,
1759266325800710,630,-507.5,831.25,
1759266325803392,236.25,-840,717.5,
1759266325806167,463.75,-603.75,682.5,
1759266325808969,315,-525,455,
1759266325811809,113.75,-507.5,463.75,
1759266325814766,280,-691.25,306.25,
1759266325817484,236.25,-463.75,490,
1759266325820308,-96.25,-708.75,358.75,
1759266325823017,315,-577.5,236.25,
1759266325825969,201.25,-682.5,201.25,
1759266325828957,-70,-463.75,-8.75,
1759266325831634,542.5,-577.5,-61.25,
1759266325834372,428.75,-1032.5,-192.5,
1759266325837135,402.5,-525,-218.75,
1759266325839804,656.25,-665,-26.25,
1759266325842683,367.5,-682.5,-603.75,
1759266325845660,682.5,-437.5,-455,
1759266325848472,577.5,-446.25,-586.25,
1759266325851135,420,-385,-385,
1759266325853887,201.25,-332.5,-271.25,
1759266325856685,455,-446.25,-96.25,
1759266325859956,148.75,-332.5,-210,
1759266325862736,428.75,-411.25,105,
1759266325865388,105,-113.75,-87.5,
1759266325868131,201.25,-236.25,78.75,
1759266325870884,420,-245,96.25,
1759266325873874,612.5,78.75,52.5,
1759266325877285,332.5,-113.75,140,
1759266325879997,656.25,-70,262.5,
1759266325882667,271.25,-236.25,192.5,
1759266325885336,726.25,-385,323.75,
1759266325888001,918.75,-113.75,227.5,
1759266325890944,875,0,446.25,
1759266325893947,1093.75,-393.75,647.5,
1759266325896715,848.75,-210,236.25,
1759266325899456,1242.5,-533.75,455,
1759266325902289,1207.5,-350,603.75,
1759266325905103,831.25,-560,498.75,
1759266325908057,682.5,-831.25,507.5,
1759266325910971,813.75,-708.75,761.25,
1759266325913571,1163.75,-700,778.75,
1759266325916279,1198.75,-621.25,638.75,
1759266325918845,910,-918.75,551.25,
1759266325921617,848.75,-682.5,1015,
1759266325924350,796.25,-717.5,831.25,
1759266325927346,1181.25,-822.5,603.75,
1759266325930117,778.75,-612.5,761.25,
1759266325932778,953.75,-595,918.75,
1759266325935617,927.5,-682.5,883.75,
1759266325938492,1225,-586.25,647.5,
1759266325941209,866.25,-1023.75,691.25,
1759266325943931,1006.25,-945,656.25,
1759266325947105,1032.5,-1067.5,516.25,
1759266325949604,997.5,-1286.25,717.5,
1759266325952328,1050,-1058.75,525,
1759266325954932,980,-1050,682.5,
1759266325957478,1251.25,-1041.25,306.25,
1759266325960395,1216.25,-1303.75,726.25,
1759266325963100,953.75,-1102.5,525,
1759266325965637,1216.25,-962.5,691.25,
1759266325968306,1251.25,-1120,376.25,
1759266325970881,1067.5,-1023.75,446.25,
1759266325973476,1155,-1120,402.5,
1759266325976264,988.75,-1172.5,796.25,
1759266325978878,840,-796.25,796.25,
1759266325981428,437.5,-726.25,813.75,
1759266325984165,673.75,-848.75,577.5,
1759266325986722,647.5,-656.25,525,
1759266325989485,866.25,-866.25,498.75,
1759266325992238,630,-516.25,551.25,
1759266325994969,630,-621.25,656.25,
1759266325997581,516.25,-656.25,630,
1759266326000244,953.75,-638.75,210,
1759266326002758,892.5,-735,201.25,
1759266326005297,385,-630,323.75,
1759266326007917,560,-560,332.5,
1759266326010756,551.25,-673.75,236.25,
1759266326013381,962.5,-665,402.5,
1759266326016077,656.25,-297.5,96.25,
1759266326018743,603.75,-656.25,70,
1759266326021530,682.5,-402.5,43.75,
1759266326024239,726.25,-323.75,70,
1759266326027084,472.5,-253.75,367.5,
1759266326029987,927.5,-271.25,-8.75,
1759266326032657,603.75,-297.5,140,
1759266326035324,630,-455,43.75,
1759266326037911,822.5,-525,-52.5,
1759266326040672,630,-323.75,-26.25,
1759266326043576,752.5,-481.25,0,
1759266326046461,560,-280,-17.5,
1759266326049121,542.5,-481.25,43.75,
1759266326051814,612.5,-446.25,87.5,
1759266326054511,638.75,-332.5,-192.5,
1759266326057151,883.75,-288.75,-122.5,
1759266326060067,717.5,-481.25,-35,
1759266326062926,875,-612.5,-122.5,
1759266326065455,848.75,-770,183.75,
1759266326067951,901.25,-568.75,-8.75,
1759266326070560,1233.75,-752.5,175,
1759266326073211,1120,-682.5,192.5,
1759266326076078,1032.5,-682.5,253.75,
1759266326078738,918.75,-577.5,358.75,
1759266326081352,1023.75,-1058.75,437.5,
1759266326083919,1426.25,-822.5,262.5,
1759266326086535,1435,-866.25,420,
1759266326089114,1102.5,-1102.5,367.5,
1759266326092054,875,-857.5,586.25,
1759266326094970,630,-962.5,656.25,
1759266326097447,1058.75,-980,1050,
1759266326100069,1225,-1172.5,918.75,
1759266326102695,1172.5,-1111.25,971.25,
1759266326105479,1041.25,-892.5,927.5,
1759266326108072,927.5,-1050,1146.25,
1759266326110800,1032.5,-1128.75,1093.75,
1759266326113567,778.75,-1216.25,1268.75,
1759266326116104,1067.5,-962.5,1268.75,
1759266326118606,945,-1076.25,1216.25,
1759266326121436,1181.25,-1277.5,1260,
1759266326124101,848.75,-1137.5,1015,
1759266326126727,1146.25,-1041.25,1225,
1759266326129375,1155,-1233.75,1128.75,
1759266326131935,1023.75,-1303.75,1277.5,
1759266326134473,1225,-1233.75,1111.25,
1759266326137098,997.5,-1076.25,875,
1759266326139597,1015,-945,1015,
1759266326142110,1146.25,-1137.5,813.75,
1759266326145006,1286.25,-1076.25,1023.75,
1759266326147557,1058.75,-1076.25,813.75,
1759266326150095,1146.25,-997.5,927.5,
1759266326152680,1373.75,-1050,927.5,
1759266326155193,1365,-761.25,875,
1759266326157679,1076.25,-980,481.25,
1759266326160289,1548.75,-910,586.25,
1759266326162880,1111.25,-883.75,280,
1759266326165357,1461.25,-848.75,-96.25,
1759266326167927,1146.25,-612.5,402.5,
1759266326170427,1216.25,-743.75,131.25,
1759266326172927,1452.5,-866.25,96.25,
1759266326175559,1470,-813.75,-113.75,
1759266326178370,1461.25,-455,-87.5,
1759266326181085,1557.5,-1050,-52.5,
1759266326183834,1470,-297.5,52.5,
1759266326186375,805,-157.5,-420,
1759266326188923,1198.75,-376.25,-131.25,
1759266326191493,1137.5,-350,-612.5,
1759266326194244,1286.25,-481.25,-131.25,
1759266326196868,927.5,-586.25,-673.75,
1759266326199490,1181.25,-411.25,-192.5,
1759266326202034,945,-402.5,-148.75,
1759266326204699,568.75,17.5,-507.5,
1759266326207365,105,-8.75,-70,
1759266326210261,-43.75,175,70,
1759266326213078,-743.75,-323.75,-420,
1759266326215780,-131.25,-446.25,-253.75,
1759266326218374,-472.5,-43.75,-245,
1759266326221021,-245,-420,-131.25,
1759266326223668,-315,35,-183.75,
1759266326226512,-717.5,-446.25,-253.75,
1759266326229364,87.5,-332.5,245,
1759266326232027,-17.5,-857.5,-332.5,
1759266326234665,131.25,-1137.5,-297.5,
1759266326237443,-17.5,-988.75,-726.25,
1759266326240291,-43.75,-70,113.75,
1759266326243251,-411.25,-708.75,-140,
1759266326246202,288.75,-700,-96.25,
1759266326248767,236.25,-1216.25,-297.5,
1759266326251307,595,-1067.5,-481.25,
1759266326253814,805,-1286.25,-787.5,
1759266326256363,805,-1242.5,8.75,
1759266326259119,813.75,-1426.25,245,
1759266326261906,341.25,-1137.5,735,
1759266326264583,446.25,-927.5,726.25,
1759266326267193,385,-455,612.5,
1759266326269691,306.25,-533.75,1242.5,
1759266326272256,140,-770,1137.5,
1759266326274760,376.25,-848.75,1198.75,
1759266326277355,280,-1023.75,927.5,
1759266326279972,621.25,-735,1487.5,
1759266326282504,945,-708.75,1382.5,
1759266326285026,761.25,-1391.25,1207.5,
1759266326287570,1347.5,-892.5,1636.25,
1759266326290264,1260,-927.5,1225,
1759266326293405,1566.25,-1032.5,1758.75,
1759266326296177,1155,-918.75,1435,
1759266326298857,1566.25,-691.25,1680,
1759266326301598,1513.75,-752.5,2135,
1759266326304370,1767.5,-700,1365,
1759266326307163,1767.5,-778.75,1163.75,
1759266326310198,2318.75,-1032.5,1365,
1759266326312894,1373.75,-1286.25,1216.25,
1759266326315558,2458.75,-988.75,1408.75,
1759266326318185,1531.25,-1233.75,805,
1759266326320881,1601.25,-726.25,1277.5,
1759266326323843,1268.75,-560,708.75,
1759266326326748,367.5,-297.5,691.25,
1759266326329266,936.25,568.75,857.5,
1759266326331846,236.25,-253.75,1216.25,
1759266326334393,315,-638.75,848.75,
1759266326337085,498.75,-253.75,525,
1759266326340024,595,-927.5,953.75,
1759266326342873,227.5,-726.25,122.5,
1759266326345684,1137.5,-743.75,735,
1759266326348353,953.75,-735,52.5,
1759266326351061,-166.25,-516.25,8.75,
1759266326354023,787.5,113.75,-122.5,
1759266326356772,735,-752.5,-140,
1759266326359696,113.75,-918.75,-1120,
1759266326362681,708.75,-358.75,-1137.5,
1759266326365349,96.25,-953.75,-997.5,
1759266326368055,-218.75,-516.25,-953.75,
1759266326371056,-78.75,-612.5,-525,
1759266326373702,-113.75,-962.5,-577.5,
1759266326376336,-420,-647.5,-1146.25,
1759266326378878,166.25,-988.75,-953.75,
1759266326381377,-647.5,-428.75,-901.25,
1759266326384159,-796.25,-210,-665,
1759266326386832,-918.75,-201.25,148.75,
1759266326389405,-1041.25,-192.5,148.75,
1759266326392201,-1426.25,43.75,-236.25,
1759266326395041,-980,-350,-245,
1759266326397693,-533.75,-306.25,43.75,
1759266326400374,-778.75,-892.5,-411.25,
1759266326402922,-122.5,-866.25,-455,
1759266326405497,35,-752.5,-507.5,
1759266326408073,43.75,-542.5,-551.25,
1759266326410967,-78.75,-166.25,-1041.25,
1759266326413677,455,-122.5,-665,
1759266326416222,288.75,113.75,306.25,
1759266326418776,8.75,-525,-201.25,
1759266326421280,612.5,-726.25,-8.75,
1759266326423821,341.25,-1015,770,
1759266326426493,752.5,-1111.25,507.5,
1759266326429323,542.5,-892.5,183.75,
1759266326431938,332.5,-630,245,
1759266326434404,953.75,-253.75,533.75,
1759266326437029,621.25,-166.25,402.5,
1759266326439618,297.5,-52.5,253.75,
1759266326442274,551.25,-218.75,148.75,
1759266326445343,-61.25,315,446.25,
1759266326447987,-210,183.75,621.25,
1759266326450527,490,-70,910,
1759266326453153,271.25,210,1697.5,
1759266326455842,481.25,-472.5,1111.25,
1759266326458663,446.25,-533.75,1198.75,
1759266326461659,883.75,-253.75,1470,
1759266326464468,1155,-551.25,971.25,
1759266326467137,1356.25,-481.25,691.25,
1759266326469764,1907.5,-507.5,918.75,
1759266326472528,1881.25,-787.5,568.75,
1759266326475429,1758.75,-717.5,428.75,
1759266326478402,1505,-1006.25,813.75,
1759266326481109,1566.25,-1408.75,665,
1759266326483819,953.75,-1408.75,621.25,
1759266326486537,1128.75,-1645,533.75,
1759266326489401,1163.75,-1225,682.5,
1759266326492328,910,-796.25,875,
1759266326495438,595,-805,813.75,
1759266326498230,1303.75,-778.75,962.5,
1759266326500980,787.5,-551.25,1085,
1759266326503925,393.75,-997.5,1400,
1759266326506900,288.75,-1365,1461.25,
1759266326510232,201.25,-1452.5,1618.75,
1759266326513128,-26.25,-1400,1373.75,
1759266326515874,26.25,-953.75,1181.25,
1759266326518564,-210,-691.25,918.75,
1759266326521387,43.75,-428.75,1015,
1759266326524375,288.75,-315,770,
1759266326527009,1023.75,-621.25,323.75,
1759266326529633,1067.5,-1146.25,-87.5,
1759266326532288,962.5,-1286.25,87.5,
1759266326534844,708.75,-1181.25,131.25,
1759266326537539,551.25,-1338.75,638.75,
1759266326540310,630,-1085,796.25,
1759266326543503,-621.25,-1032.5,175,
1759266326546301,945,-332.5,428.75,
1759266326548966,-463.75,-332.5,-568.75,
1759266326551636,-603.75,586.25,691.25,
1759266326554600,-796.25,463.75,411.25,
1759266326557405,-271.25,-988.75,428.75,
